HG00096	CTRL_HG00096
HG03731	CTRL_HG03731
HG03732	CTRL_HG03732
HG03733	CTRL_HG03733
HG03736	CTRL_HG03736
HG03738	CTRL_HG03738
HG03740	CTRL_HG03740
HG03741	CTRL_HG03741
HG03742	CTRL_HG03742
HG03743	CTRL_HG03743
HG03744	CTRL_HG03744
HG03745	CTRL_HG03745
HG03746	CTRL_HG03746
HG03750	CTRL_HG03750
HG03752	CTRL_HG03752
HG03753	CTRL_HG03753
HG03754	CTRL_HG03754
HG03755	CTRL_HG03755
HG03756	CTRL_HG03756
HG03757	CTRL_HG03757
HG03760	CTRL_HG03760
HG03761	CTRL_HG03761
HG03762	CTRL_HG03762
HG03763	CTRL_HG03763
HG03765	CTRL_HG03765
HG03767	CTRL_HG03767
HG03770	CTRL_HG03770
HG03771	CTRL_HG03771
HG03772	CTRL_HG03772
HG03773	CTRL_HG03773
HG03774	CTRL_HG03774
HG03775	CTRL_HG03775
HG03777	CTRL_HG03777
HG03778	CTRL_HG03778
HG03779	CTRL_HG03779
HG03780	CTRL_HG03780
NA18564	CTRL_NA18564
NA18565	CTRL_NA18565
NA18566	CTRL_NA18566
NA18567	CTRL_NA18567
NA18570	CTRL_NA18570
NA18571	CTRL_NA18571
NA18572	CTRL_NA18572
NA18573	CTRL_NA18573
NA18574	CTRL_NA18574
NA18577	CTRL_NA18577
NA18579	CTRL_NA18579
NA18582	CTRL_NA18582
NA18591	CTRL_NA18591
NA18592	CTRL_NA18592
NA18593	CTRL_NA18593
NA18595	CTRL_NA18595
NA18596	CTRL_NA18596
NA18597	CTRL_NA18597
NA18599	CTRL_NA18599
NA18602	CTRL_NA18602
NA18603	CTRL_NA18603
NA18605	CTRL_NA18605
NA18606	CTRL_NA18606
NA18608	CTRL_NA18608
NA18609	CTRL_NA18609
NA18610	CTRL_NA18610
NA18611	CTRL_NA18611
NA18612	CTRL_NA18612
NA18613	CTRL_NA18613
NA18614	CTRL_NA18614
NA18615	CTRL_NA18615
NA18616	CTRL_NA18616
NA18617	CTRL_NA18617
NA18618	CTRL_NA18618
NA18619	CTRL_NA18619
NA18620	CTRL_NA18620
NA18621	CTRL_NA18621
NA18622	CTRL_NA18622
NA18623	CTRL_NA18623
NA18624	CTRL_NA18624
NA18625	CTRL_NA18625
NA18626	CTRL_NA18626
NA18627	CTRL_NA18627
NA18628	CTRL_NA18628
NA18629	CTRL_NA18629
NA18630	CTRL_NA18630
NA18631	CTRL_NA18631
NA18632	CTRL_NA18632
NA18633	CTRL_NA18633
NA18634	CTRL_NA18634
NA18635	CTRL_NA18635
NA18636	CTRL_NA18636
NA18637	CTRL_NA18637
NA18638	CTRL_NA18638
NA18639	CTRL_NA18639
NA18640	CTRL_NA18640
NA18641	CTRL_NA18641
NA18642	CTRL_NA18642
NA18643	CTRL_NA18643
NA18644	CTRL_NA18644
NA18645	CTRL_NA18645
NA18646	CTRL_NA18646
NA18647	CTRL_NA18647
NA18648	CTRL_NA18648
NA18740	CTRL_NA18740
NA18745	CTRL_NA18745
NA18747	CTRL_NA18747
NA18748	CTRL_NA18748
NA18749	CTRL_NA18749
NA18757	CTRL_NA18757
NA18852	CTRL_NA18852
NA18853	CTRL_NA18853
NA18854	CTRL_NA18854
NA18855	CTRL_NA18855
NA18856	CTRL_NA18856
NA18857	CTRL_NA18857
NA18858	CTRL_NA18858
NA18859	CTRL_NA18859
NA18860	CTRL_NA18860
NA18861	CTRL_NA18861
NA18862	CTRL_NA18862
NA18863	CTRL_NA18863
NA18864	CTRL_NA18864
NA18865	CTRL_NA18865
NA18867	CTRL_NA18867
NA18868	CTRL_NA18868
NA18869	CTRL_NA18869
NA18870	CTRL_NA18870
NA18871	CTRL_NA18871
NA18872	CTRL_NA18872
NA18873	CTRL_NA18873
NA18874	CTRL_NA18874
NA18875	CTRL_NA18875
NA18876	CTRL_NA18876
NA18877	CTRL_NA18877
NA18878	CTRL_NA18878
NA18879	CTRL_NA18879
NA18881	CTRL_NA18881
NA18906	CTRL_NA18906
NA18907	CTRL_NA18907
NA18908	CTRL_NA18908
NA18909	CTRL_NA18909
NA18910	CTRL_NA18910
NA18911	CTRL_NA18911
NA18912	CTRL_NA18912
NA18913	CTRL_NA18913
NA18914	CTRL_NA18914
NA18915	CTRL_NA18915
NA18916	CTRL_NA18916
NA18917	CTRL_NA18917
NA18923	CTRL_NA18923
NA18924	CTRL_NA18924
NA18925	CTRL_NA18925
NA18930	CTRL_NA18930
NA18933	CTRL_NA18933
NA18934	CTRL_NA18934
NA18935	CTRL_NA18935
NA18939	CTRL_NA18939
NA18940	CTRL_NA18940
NA18941	CTRL_NA18941
NA18942	CTRL_NA18942
NA18943	CTRL_NA18943
NA18944	CTRL_NA18944
NA18945	CTRL_NA18945
NA18946	CTRL_NA18946
NA18947	CTRL_NA18947
NA18948	CTRL_NA18948
NA18949	CTRL_NA18949
NA18950	CTRL_NA18950
NA18951	CTRL_NA18951
NA18952	CTRL_NA18952
NA18953	CTRL_NA18953
NA18954	CTRL_NA18954
NA18956	CTRL_NA18956
NA18957	CTRL_NA18957
NA18959	CTRL_NA18959
NA18960	CTRL_NA18960
NA18961	CTRL_NA18961
NA18962	CTRL_NA18962
NA18963	CTRL_NA18963
NA18964	CTRL_NA18964
NA18965	CTRL_NA18965
NA18966	CTRL_NA18966
NA18967	CTRL_NA18967
NA18968	CTRL_NA18968
NA18969	CTRL_NA18969
NA18970	CTRL_NA18970
NA18971	CTRL_NA18971
NA18972	CTRL_NA18972
NA18973	CTRL_NA18973
NA18974	CTRL_NA18974
NA18975	CTRL_NA18975
NA18976	CTRL_NA18976
NA18977	CTRL_NA18977
NA18978	CTRL_NA18978
NA18979	CTRL_NA18979
NA18980	CTRL_NA18980
NA18981	CTRL_NA18981
NA18982	CTRL_NA18982
NA18983	CTRL_NA18983
NA18984	CTRL_NA18984
NA18985	CTRL_NA18985
NA18986	CTRL_NA18986
NA18987	CTRL_NA18987
NA18988	CTRL_NA18988
NA18989	CTRL_NA18989
NA18990	CTRL_NA18990
NA18991	CTRL_NA18991
NA18992	CTRL_NA18992
NA18993	CTRL_NA18993
NA18994	CTRL_NA18994
NA18995	CTRL_NA18995
NA18997	CTRL_NA18997
NA18998	CTRL_NA18998
NA18999	CTRL_NA18999
NA19000	CTRL_NA19000
NA19001	CTRL_NA19001
NA19002	CTRL_NA19002
NA19003	CTRL_NA19003
NA19004	CTRL_NA19004
NA19005	CTRL_NA19005
NA19006	CTRL_NA19006
NA19007	CTRL_NA19007
NA19009	CTRL_NA19009
NA19010	CTRL_NA19010
NA19011	CTRL_NA19011
NA19012	CTRL_NA19012
NA19017	CTRL_NA19017
NA19019	CTRL_NA19019
NA19020	CTRL_NA19020
NA19023	CTRL_NA19023
NA19024	CTRL_NA19024
NA19025	CTRL_NA19025
NA19026	CTRL_NA19026
NA19027	CTRL_NA19027
NA19028	CTRL_NA19028
NA19030	CTRL_NA19030
NA19031	CTRL_NA19031
NA19035	CTRL_NA19035
NA19036	CTRL_NA19036
NA19037	CTRL_NA19037
NA19038	CTRL_NA19038
NA19041	CTRL_NA19041
NA19042	CTRL_NA19042
NA19043	CTRL_NA19043
NA19054	CTRL_NA19054
NA19055	CTRL_NA19055
NA19056	CTRL_NA19056
NA19057	CTRL_NA19057
NA19058	CTRL_NA19058
NA19059	CTRL_NA19059
NA19060	CTRL_NA19060
NA19062	CTRL_NA19062
NA19063	CTRL_NA19063
NA19064	CTRL_NA19064
NA19065	CTRL_NA19065
NA19066	CTRL_NA19066
NA19067	CTRL_NA19067
NA19068	CTRL_NA19068
NA19070	CTRL_NA19070
NA19072	CTRL_NA19072
NA19074	CTRL_NA19074
NA19075	CTRL_NA19075
NA19076	CTRL_NA19076
NA19077	CTRL_NA19077
NA19078	CTRL_NA19078
NA19079	CTRL_NA19079
NA19080	CTRL_NA19080
NA19081	CTRL_NA19081
NA19082	CTRL_NA19082
NA19083	CTRL_NA19083
NA19084	CTRL_NA19084
NA19085	CTRL_NA19085
NA19086	CTRL_NA19086
NA19087	CTRL_NA19087
NA19088	CTRL_NA19088
NA19089	CTRL_NA19089
NA19090	CTRL_NA19090
NA19091	CTRL_NA19091
NA19092	CTRL_NA19092
NA19093	CTRL_NA19093
NA19094	CTRL_NA19094
NA19095	CTRL_NA19095
NA19096	CTRL_NA19096
NA19097	CTRL_NA19097
NA19098	CTRL_NA19098
NA19099	CTRL_NA19099
NA19100	CTRL_NA19100
NA19101	CTRL_NA19101
NA19102	CTRL_NA19102
NA19103	CTRL_NA19103
NA19107	CTRL_NA19107
NA19108	CTRL_NA19108
NA19109	CTRL_NA19109
NA19113	CTRL_NA19113
NA19114	CTRL_NA19114
NA19115	CTRL_NA19115
NA19116	CTRL_NA19116
NA19117	CTRL_NA19117
NA19118	CTRL_NA19118
NA19119	CTRL_NA19119
NA19120	CTRL_NA19120
NA19121	CTRL_NA19121
NA19122	CTRL_NA19122
NA19123	CTRL_NA19123
NA19127	CTRL_NA19127
NA19128	CTRL_NA19128
NA19129	CTRL_NA19129
NA19130	CTRL_NA19130
NA19131	CTRL_NA19131
NA19132	CTRL_NA19132
NA19137	CTRL_NA19137
NA19138	CTRL_NA19138
NA19139	CTRL_NA19139
NA19140	CTRL_NA19140
NA19141	CTRL_NA19141
NA19142	CTRL_NA19142
NA19143	CTRL_NA19143
NA19144	CTRL_NA19144
NA19145	CTRL_NA19145
NA19146	CTRL_NA19146
NA19147	CTRL_NA19147
NA19148	CTRL_NA19148
NA19149	CTRL_NA19149
NA19150	CTRL_NA19150
NA19151	CTRL_NA19151
NA19152	CTRL_NA19152
NA19153	CTRL_NA19153
NA19154	CTRL_NA19154
NA19159	CTRL_NA19159
NA19160	CTRL_NA19160
NA19161	CTRL_NA19161
NA19171	CTRL_NA19171
NA19172	CTRL_NA19172
NA19173	CTRL_NA19173
NA19174	CTRL_NA19174
NA19175	CTRL_NA19175
NA19176	CTRL_NA19176
NA19177	CTRL_NA19177
NA19184	CTRL_NA19184
NA19185	CTRL_NA19185
NA19186	CTRL_NA19186
NA19189	CTRL_NA19189
NA19190	CTRL_NA19190
NA19191	CTRL_NA19191
NA19197	CTRL_NA19197
NA19198	CTRL_NA19198
NA19199	CTRL_NA19199
NA19200	CTRL_NA19200
NA19201	CTRL_NA19201
NA19202	CTRL_NA19202
NA19203	CTRL_NA19203
NA19204	CTRL_NA19204
NA19205	CTRL_NA19205
NA19206	CTRL_NA19206
NA19207	CTRL_NA19207
NA19208	CTRL_NA19208
NA19209	CTRL_NA19209
NA19210	CTRL_NA19210
NA19211	CTRL_NA19211
NA19213	CTRL_NA19213
NA19214	CTRL_NA19214
NA19215	CTRL_NA19215
NA19221	CTRL_NA19221
NA19222	CTRL_NA19222
NA19223	CTRL_NA19223
NA19224	CTRL_NA19224
NA19225	CTRL_NA19225
NA19226	CTRL_NA19226
NA19235	CTRL_NA19235
NA19236	CTRL_NA19236
NA19237	CTRL_NA19237
NA19238	CTRL_NA19238
NA19239	CTRL_NA19239
NA19240	CTRL_NA19240
NA19247	CTRL_NA19247
NA19248	CTRL_NA19248
NA19249	CTRL_NA19249
NA19256	CTRL_NA19256
NA19257	CTRL_NA19257
NA19258	CTRL_NA19258
NA19307	CTRL_NA19307
NA19308	CTRL_NA19308
NA19309	CTRL_NA19309
NA19310	CTRL_NA19310
NA19312	CTRL_NA19312
NA19314	CTRL_NA19314
NA19315	CTRL_NA19315
NA19316	CTRL_NA19316
NA19317	CTRL_NA19317
NA19318	CTRL_NA19318
NA19319	CTRL_NA19319
NA19320	CTRL_NA19320
NA19321	CTRL_NA19321
NA19323	CTRL_NA19323
NA19324	CTRL_NA19324
NA19327	CTRL_NA19327
NA19328	CTRL_NA19328
NA19331	CTRL_NA19331
NA19332	CTRL_NA19332
NA19334	CTRL_NA19334
NA19338	CTRL_NA19338
NA19346	CTRL_NA19346
NA19347	CTRL_NA19347
NA19350	CTRL_NA19350
NA19351	CTRL_NA19351
NA19355	CTRL_NA19355
NA19360	CTRL_NA19360
NA19372	CTRL_NA19372
NA19374	CTRL_NA19374
NA19375	CTRL_NA19375
NA19376	CTRL_NA19376
NA19377	CTRL_NA19377
NA19378	CTRL_NA19378
NA19379	CTRL_NA19379
NA19380	CTRL_NA19380
NA19383	CTRL_NA19383
NA19384	CTRL_NA19384
NA19385	CTRL_NA19385
NA19390	CTRL_NA19390
NA19391	CTRL_NA19391
NA19393	CTRL_NA19393
NA19394	CTRL_NA19394
NA19395	CTRL_NA19395
NA19397	CTRL_NA19397
NA19399	CTRL_NA19399
NA19401	CTRL_NA19401
NA19403	CTRL_NA19403
NA19404	CTRL_NA19404
NA19428	CTRL_NA19428
NA19429	CTRL_NA19429
NA19430	CTRL_NA19430
NA19431	CTRL_NA19431
NA19434	CTRL_NA19434
NA19435	CTRL_NA19435
NA19436	CTRL_NA19436
NA19437	CTRL_NA19437
NA19438	CTRL_NA19438
NA19439	CTRL_NA19439
NA19440	CTRL_NA19440
NA19443	CTRL_NA19443
NA19445	CTRL_NA19445
NA19446	CTRL_NA19446
NA19448	CTRL_NA19448
NA19449	CTRL_NA19449
NA19451	CTRL_NA19451
NA19452	CTRL_NA19452
NA19454	CTRL_NA19454
NA19455	CTRL_NA19455
NA19456	CTRL_NA19456
NA19457	CTRL_NA19457
NA19461	CTRL_NA19461
NA19462	CTRL_NA19462
NA19463	CTRL_NA19463
NA19466	CTRL_NA19466
NA19467	CTRL_NA19467
NA19468	CTRL_NA19468
NA19471	CTRL_NA19471
NA19472	CTRL_NA19472
NA19473	CTRL_NA19473
NA19474	CTRL_NA19474
NA19475	CTRL_NA19475
NA19625	CTRL_NA19625
NA19648	CTRL_NA19648
NA19649	CTRL_NA19649
NA19650	CTRL_NA19650
NA19651	CTRL_NA19651
NA19652	CTRL_NA19652
NA19653	CTRL_NA19653
NA19654	CTRL_NA19654
NA19655	CTRL_NA19655
NA19656	CTRL_NA19656
NA19657	CTRL_NA19657
NA19658	CTRL_NA19658
NA19659	CTRL_NA19659
NA19660	CTRL_NA19660
NA19661	CTRL_NA19661
NA19662	CTRL_NA19662
NA19663	CTRL_NA19663
NA19664	CTRL_NA19664
NA19665	CTRL_NA19665
NA19669	CTRL_NA19669
NA19670	CTRL_NA19670
NA19671	CTRL_NA19671
NA19675	CTRL_NA19675
NA19676	CTRL_NA19676
NA19677	CTRL_NA19677
NA19678	CTRL_NA19678
NA19679	CTRL_NA19679
NA19680	CTRL_NA19680
NA19681	CTRL_NA19681
NA19682	CTRL_NA19682
NA19683	CTRL_NA19683
NA19684	CTRL_NA19684
NA19685	CTRL_NA19685
NA19686	CTRL_NA19686
NA19700	CTRL_NA19700
NA19701	CTRL_NA19701
NA19702	CTRL_NA19702
NA19703	CTRL_NA19703
NA19704	CTRL_NA19704
NA19705	CTRL_NA19705
NA19707	CTRL_NA19707
NA19711	CTRL_NA19711
NA19712	CTRL_NA19712
NA19713	CTRL_NA19713
NA19716	CTRL_NA19716
NA19717	CTRL_NA19717
NA19718	CTRL_NA19718
NA19719	CTRL_NA19719
NA19720	CTRL_NA19720
NA19721	CTRL_NA19721
NA19722	CTRL_NA19722
NA19723	CTRL_NA19723
NA19724	CTRL_NA19724
NA19725	CTRL_NA19725
NA19726	CTRL_NA19726
NA19727	CTRL_NA19727
NA19728	CTRL_NA19728
NA19729	CTRL_NA19729
NA19730	CTRL_NA19730
NA19731	CTRL_NA19731
NA19732	CTRL_NA19732
NA19733	CTRL_NA19733
NA19734	CTRL_NA19734
NA19735	CTRL_NA19735
NA19740	CTRL_NA19740
NA19741	CTRL_NA19741
NA19746	CTRL_NA19746
NA19747	CTRL_NA19747
NA19748	CTRL_NA19748
NA19749	CTRL_NA19749
NA19750	CTRL_NA19750
NA19751	CTRL_NA19751
NA19752	CTRL_NA19752
NA19755	CTRL_NA19755
NA19756	CTRL_NA19756
NA19757	CTRL_NA19757
NA19758	CTRL_NA19758
NA19759	CTRL_NA19759
NA19760	CTRL_NA19760
NA19761	CTRL_NA19761
NA19762	CTRL_NA19762
NA19763	CTRL_NA19763
NA19764	CTRL_NA19764
NA19770	CTRL_NA19770
NA19771	CTRL_NA19771
NA19772	CTRL_NA19772
NA19773	CTRL_NA19773
NA19774	CTRL_NA19774
NA19775	CTRL_NA19775
NA19776	CTRL_NA19776
NA19777	CTRL_NA19777
NA19778	CTRL_NA19778
NA19779	CTRL_NA19779
NA19780	CTRL_NA19780
NA19781	CTRL_NA19781
NA19782	CTRL_NA19782
NA19783	CTRL_NA19783
NA19784	CTRL_NA19784
NA19785	CTRL_NA19785
NA19786	CTRL_NA19786
NA19787	CTRL_NA19787
NA19788	CTRL_NA19788
NA19789	CTRL_NA19789
NA19790	CTRL_NA19790
NA19792	CTRL_NA19792
NA19794	CTRL_NA19794
NA19795	CTRL_NA19795
NA19796	CTRL_NA19796
NA19818	CTRL_NA19818
NA19819	CTRL_NA19819
NA19828	CTRL_NA19828
NA19834	CTRL_NA19834
NA19835	CTRL_NA19835
NA19836	CTRL_NA19836
NA19900	CTRL_NA19900
NA19901	CTRL_NA19901
NA19902	CTRL_NA19902
NA19904	CTRL_NA19904
NA19908	CTRL_NA19908
NA19909	CTRL_NA19909
NA19913	CTRL_NA19913
NA19914	CTRL_NA19914
NA19916	CTRL_NA19916
NA19917	CTRL_NA19917
NA19918	CTRL_NA19918
NA19919	CTRL_NA19919
NA19920	CTRL_NA19920
NA19921	CTRL_NA19921
NA19922	CTRL_NA19922
NA19923	CTRL_NA19923
NA19924	CTRL_NA19924
NA19982	CTRL_NA19982
NA19983	CTRL_NA19983
NA19984	CTRL_NA19984
NA20126	CTRL_NA20126
NA20127	CTRL_NA20127
NA20128	CTRL_NA20128
NA20129	CTRL_NA20129
NA20274	CTRL_NA20274
NA20276	CTRL_NA20276
NA20278	CTRL_NA20278
NA20279	CTRL_NA20279
NA20281	CTRL_NA20281
NA20282	CTRL_NA20282
NA20287	CTRL_NA20287
NA20289	CTRL_NA20289
NA20291	CTRL_NA20291
NA20294	CTRL_NA20294
NA20296	CTRL_NA20296
NA20298	CTRL_NA20298
NA20299	CTRL_NA20299
NA20314	CTRL_NA20314
NA20317	CTRL_NA20317
NA20318	CTRL_NA20318
NA20320	CTRL_NA20320
NA20321	CTRL_NA20321
NA20332	CTRL_NA20332
NA20334	CTRL_NA20334
NA20339	CTRL_NA20339
NA20340	CTRL_NA20340
NA20342	CTRL_NA20342
NA20346	CTRL_NA20346
NA20348	CTRL_NA20348
NA20351	CTRL_NA20351
NA20355	CTRL_NA20355
NA20356	CTRL_NA20356
NA20357	CTRL_NA20357
NA20358	CTRL_NA20358
NA20359	CTRL_NA20359
NA20362	CTRL_NA20362
NA20412	CTRL_NA20412
NA20502	CTRL_NA20502
NA20503	CTRL_NA20503
NA20504	CTRL_NA20504
NA20505	CTRL_NA20505
NA20506	CTRL_NA20506
NA20507	CTRL_NA20507
NA20508	CTRL_NA20508
NA20509	CTRL_NA20509
NA20510	CTRL_NA20510
NA20511	CTRL_NA20511
NA20512	CTRL_NA20512
NA20513	CTRL_NA20513
NA20514	CTRL_NA20514
NA20515	CTRL_NA20515
NA20516	CTRL_NA20516
NA20517	CTRL_NA20517
NA20518	CTRL_NA20518
NA20519	CTRL_NA20519
NA20520	CTRL_NA20520
NA20521	CTRL_NA20521
NA20522	CTRL_NA20522
NA20524	CTRL_NA20524
NA20525	CTRL_NA20525
NA20527	CTRL_NA20527
NA20528	CTRL_NA20528
NA20529	CTRL_NA20529
NA20530	CTRL_NA20530
NA20531	CTRL_NA20531
NA20532	CTRL_NA20532
NA20533	CTRL_NA20533
NA20534	CTRL_NA20534
NA20535	CTRL_NA20535
NA20536	CTRL_NA20536
NA20538	CTRL_NA20538
NA20539	CTRL_NA20539
NA20540	CTRL_NA20540
NA20541	CTRL_NA20541
NA20542	CTRL_NA20542
NA20543	CTRL_NA20543
NA20544	CTRL_NA20544
NA20581	CTRL_NA20581
NA20582	CTRL_NA20582
NA20585	CTRL_NA20585
NA20586	CTRL_NA20586
NA20587	CTRL_NA20587
NA20588	CTRL_NA20588
NA20589	CTRL_NA20589
NA20752	CTRL_NA20752
NA20753	CTRL_NA20753
NA20754	CTRL_NA20754
NA20755	CTRL_NA20755
NA20756	CTRL_NA20756
NA20757	CTRL_NA20757
NA20758	CTRL_NA20758
NA20759	CTRL_NA20759
NA20760	CTRL_NA20760
NA20761	CTRL_NA20761
NA20762	CTRL_NA20762
NA20763	CTRL_NA20763
NA20764	CTRL_NA20764
NA20765	CTRL_NA20765
NA20766	CTRL_NA20766
NA20767	CTRL_NA20767
NA20768	CTRL_NA20768
NA20769	CTRL_NA20769
NA20770	CTRL_NA20770
NA20771	CTRL_NA20771
NA20772	CTRL_NA20772
NA20773	CTRL_NA20773
NA20774	CTRL_NA20774
NA20775	CTRL_NA20775
NA20778	CTRL_NA20778
NA20783	CTRL_NA20783
NA20785	CTRL_NA20785
NA20786	CTRL_NA20786
NA20787	CTRL_NA20787
NA20790	CTRL_NA20790
NA20792	CTRL_NA20792
NA20795	CTRL_NA20795
NA20796	CTRL_NA20796
NA20797	CTRL_NA20797
NA20798	CTRL_NA20798
NA20799	CTRL_NA20799
NA20800	CTRL_NA20800
NA20801	CTRL_NA20801
NA20802	CTRL_NA20802
NA20803	CTRL_NA20803
NA20804	CTRL_NA20804
NA20805	CTRL_NA20805
NA20806	CTRL_NA20806
NA20807	CTRL_NA20807
NA20808	CTRL_NA20808
NA20809	CTRL_NA20809
NA20810	CTRL_NA20810
NA20811	CTRL_NA20811
NA20812	CTRL_NA20812
NA20813	CTRL_NA20813
NA20814	CTRL_NA20814
NA20815	CTRL_NA20815
NA20818	CTRL_NA20818
NA20819	CTRL_NA20819
NA20821	CTRL_NA20821
NA20822	CTRL_NA20822
NA20826	CTRL_NA20826
NA20827	CTRL_NA20827
NA20828	CTRL_NA20828
NA20832	CTRL_NA20832
NA20845	CTRL_NA20845
NA20846	CTRL_NA20846
NA20847	CTRL_NA20847
NA20849	CTRL_NA20849
NA20850	CTRL_NA20850
NA20851	CTRL_NA20851
NA20852	CTRL_NA20852
NA20853	CTRL_NA20853
NA20854	CTRL_NA20854
NA20856	CTRL_NA20856
NA20858	CTRL_NA20858
NA20859	CTRL_NA20859
NA20861	CTRL_NA20861
NA20862	CTRL_NA20862
NA20863	CTRL_NA20863
NA20864	CTRL_NA20864
NA20866	CTRL_NA20866
NA20867	CTRL_NA20867
NA20868	CTRL_NA20868
NA20869	CTRL_NA20869
NA20870	CTRL_NA20870
NA20872	CTRL_NA20872
NA20874	CTRL_NA20874
NA20875	CTRL_NA20875
NA20876	CTRL_NA20876
NA20877	CTRL_NA20877
NA20878	CTRL_NA20878
NA20881	CTRL_NA20881
NA20882	CTRL_NA20882
NA20884	CTRL_NA20884
NA20885	CTRL_NA20885
NA20886	CTRL_NA20886
NA20887	CTRL_NA20887
NA20888	CTRL_NA20888
NA20889	CTRL_NA20889
NA20890	CTRL_NA20890
NA20891	CTRL_NA20891
NA20892	CTRL_NA20892
NA20894	CTRL_NA20894
NA20895	CTRL_NA20895
NA20896	CTRL_NA20896
NA20897	CTRL_NA20897
NA20899	CTRL_NA20899
NA20900	CTRL_NA20900
NA20901	CTRL_NA20901
NA20902	CTRL_NA20902
NA20903	CTRL_NA20903
NA20904	CTRL_NA20904
NA20905	CTRL_NA20905
NA20906	CTRL_NA20906
NA20908	CTRL_NA20908
NA20910	CTRL_NA20910
NA20911	CTRL_NA20911
NA21086	CTRL_NA21086
NA21087	CTRL_NA21087
NA21088	CTRL_NA21088
NA21089	CTRL_NA21089
NA21090	CTRL_NA21090
NA21091	CTRL_NA21091
NA21092	CTRL_NA21092
NA21093	CTRL_NA21093
NA21094	CTRL_NA21094
NA21095	CTRL_NA21095
NA21097	CTRL_NA21097
NA21098	CTRL_NA21098
NA21099	CTRL_NA21099
NA21100	CTRL_NA21100
NA21101	CTRL_NA21101
NA21102	CTRL_NA21102
NA21103	CTRL_NA21103
NA21104	CTRL_NA21104
NA21105	CTRL_NA21105
NA21106	CTRL_NA21106
NA21107	CTRL_NA21107
NA21108	CTRL_NA21108
NA21109	CTRL_NA21109
NA21110	CTRL_NA21110
NA21111	CTRL_NA21111
NA21112	CTRL_NA21112
NA21113	CTRL_NA21113
NA21114	CTRL_NA21114
NA21115	CTRL_NA21115
NA21116	CTRL_NA21116
NA21117	CTRL_NA21117
NA21118	CTRL_NA21118
NA21119	CTRL_NA21119
NA21120	CTRL_NA21120
NA21122	CTRL_NA21122
NA21123	CTRL_NA21123
NA21124	CTRL_NA21124
NA21125	CTRL_NA21125
NA21126	CTRL_NA21126
NA21127	CTRL_NA21127
NA21128	CTRL_NA21128
NA21129	CTRL_NA21129
NA21130	CTRL_NA21130
NA21133	CTRL_NA21133
NA21135	CTRL_NA21135
NA21137	CTRL_NA21137
NA21141	CTRL_NA21141
NA21142	CTRL_NA21142
NA21143	CTRL_NA21143
NA21144	CTRL_NA21144
